Date,Open,High,Low,Close,Adj Close,Volume
2009-05-01,99.480003,102.089996,98.639999,101.809998,71.392876,25204300
2009-06-01,100.949997,101.750000,99.309998,101.639999,71.718506,27790800
2009-07-01,100.989998,101.500000,99.860001,101.339996,71.768417,19884900
2009-08-01,100.459999,102.470001,99.620003,101.760002,72.342674,25073500
2009-09-01,100.779999,102.949997,100.500000,102.879997,73.449821,27273500
2009-10-01,103.059998,104.790001,102.519997,104.010002,74.934021,26655200
2009-11-01,103.839996,106.580002,103.449997,106.570000,76.813507,20439200
2009-12-01,106.389999,106.440002,103.330002,103.900002,75.136086,24786800
2010-01-01,103.989998,105.500000,103.779999,105.489998,76.611542,24650400
2010-02-01,105.160004,105.470001,103.410004,103.910004,75.464081,23514000
2010-03-01,103.989998,104.830002,103.070000,103.900002,75.605911,23843600
2010-04-01,103.300003,106.150002,102.290001,106.059998,77.180664,21554200
2010-05-01,105.779999,107.660004,105.099998,106.099998,77.539619,24260800
2010-06-01,105.769997,107.010002,105.070000,106.910004,78.251846,16673700
2010-07-01,106.370003,106.610001,105.230003,106.370003,78.255615,11658700
2010-08-01,106.099998,108.309998,106.059998,108.239998,79.841202,17071400
2010-09-01,107.760002,109.959999,107.129997,109.059998,80.591560,16081600
2010-10-01,108.800003,112.500000,108.680000,111.620003,82.506149,16127800
2010-11-01,111.800003,112.480003,108.180000,109.480003,81.024651,17556800
2010-12-01,108.910004,109.080002,105.480003,107.519997,79.756233,19919400
2011-01-01,106.970001,108.339996,106.699997,107.540001,80.098190,15411100
2011-02-01,107.180000,108.449997,104.900002,108.150002,80.552483,16160600
2011-03-01,107.790001,110.500000,107.699997,109.160004,81.428970,19550100
2011-04-01,108.519997,111.309998,108.309998,111.160004,83.131546,15185400
2011-05-01,110.680000,111.389999,109.870003,110.860001,83.351563,17241700
2011-06-01,110.180000,111.620003,109.949997,110.639999,83.633026,18352300
2011-07-01,110.169998,114.360001,109.650002,114.169998,87.125778,20210400
2011-08-01,113.639999,118.589996,113.440002,114.320000,87.839684,36787500
2011-09-01,114.589996,117.070000,114.190002,114.300003,88.273521,24955500
2011-10-01,114.629997,116.550003,113.410004,116.489998,89.972748,18955300
2011-11-01,116.900002,118.320000,115.910004,116.739998,90.302467,18369700
2011-12-01,116.519997,117.750000,115.910004,116.690002,90.543648,17061100
2012-01-01,116.440002,119.379997,116.400002,119.360001,92.806931,19175800
2012-02-01,119.180000,119.440002,117.690002,118.669998,92.270485,23332400
2012-03-01,118.330002,118.820000,116.870003,117.650002,91.477348,23295200
2012-04-01,117.800003,119.769997,116.949997,119.419998,92.853592,20020500
2012-05-01,119.239998,121.430000,118.860001,121.309998,94.583649,18725700
2012-06-01,120.639999,121.410004,119.199997,119.699997,93.662460,27675800
2012-07-01,119.430000,121.629997,119.400002,121.440002,95.657982,15418300
2012-08-01,121.370003,121.970001,118.430000,121.139999,95.704666,19092600
2012-09-01,121.000000,122.349998,120.279999,121.760002,96.194519,21532300
2012-10-01,121.870003,123.139999,121.000000,122.519997,96.794937,19712200
2012-11-01,122.019997,123.239998,121.769997,122.910004,97.103043,19215300
2012-12-01,122.379997,123.440002,121.209999,121.410004,96.147156,26453100
2013-01-01,121.169998,121.599998,120.120003,120.779999,96.034225,24985900
2013-02-01,121.050003,121.150002,119.889999,121.010002,96.217140,25809700
2013-03-01,120.940002,121.519997,119.889999,121.269997,96.423874,24720700
2013-04-01,121.019997,122.809998,120.900002,122.150002,97.123581,23396700
2013-05-01,121.910004,121.910004,116.010002,116.730003,92.875298,26877600
2013-06-01,115.910004,116.750000,108.809998,112.010002,89.347351,40619100
2013-07-01,111.370003,113.550003,110.610001,112.870003,90.259880,20525400
2013-08-01,112.349998,113.660004,109.410004,110.739998,88.674553,16482800
2013-09-01,110.180000,112.580002,108.629997,112.580002,90.203850,14337600
2013-10-01,112.510002,113.540001,111.610001,112.919998,90.560524,12598600
2013-11-01,112.529999,112.639999,110.870003,111.610001,89.547272,11582200
2013-12-01,111.400002,111.419998,109.680000,109.900002,88.267540,15434700
2014-01-01,109.989998,112.269997,109.949997,112.209999,90.195580,16827400
2014-02-01,112.250000,112.879997,111.370003,112.699997,90.589478,10404300
2014-03-01,112.940002,113.250000,111.320000,112.099998,90.107170,17280600
2014-04-01,111.910004,113.849998,111.400002,113.580002,91.296837,17505300
2014-05-01,113.419998,116.339996,113.400002,115.589996,92.912476,10463100
2014-06-01,114.779999,115.550003,113.449997,115.360001,92.938705,11174400
2014-07-01,114.760002,115.739998,113.800003,114.910004,93.103760,10291800
2014-08-01,114.779999,116.139999,114.410004,115.250000,93.658493,9700700
2014-09-01,114.620003,114.730003,111.669998,112.070000,91.357323,17304100
2014-10-01,112.470001,116.250000,112.279999,113.080002,92.336044,14623600
2014-11-01,113.000000,113.629997,112.330002,113.260002,92.483040,11842900
2014-12-01,113.370003,113.459999,111.190002,112.010002,91.462349,14794200
2015-01-01,112.220001,115.709999,112.220001,115.629997,94.468338,13173000
2015-02-01,115.489998,115.760002,111.940002,114.139999,93.251022,12053300
2015-03-01,114.050003,114.610001,111.500000,113.589996,92.801659,13490800
2015-04-01,114.080002,115.589996,113.769997,114.360001,93.430763,21737800
2015-05-01,114.150002,114.230003,111.900002,113.209999,92.491234,10946300
2015-06-01,113.059998,113.110001,110.750000,112.050003,91.543526,10916700
2015-07-01,111.709999,113.290001,111.419998,112.650002,92.033699,12943800
2015-08-01,112.589996,112.839996,110.769997,111.580002,91.159515,18152600
2015-09-01,111.180000,111.290001,109.790001,110.690002,90.432411,11789600
2015-10-01,111.099998,111.959999,110.480003,110.959999,90.903954,11386200
2015-11-01,110.709999,111.000000,109.510002,110.800003,90.823730,12780600
2015-12-01,110.820000,111.330002,108.980003,109.680000,89.905663,18137400
2016-01-01,110.220001,111.550003,109.769997,111.400002,91.315552,15989300
2016-02-01,111.260002,112.830002,110.800003,112.760002,92.430328,18091600
2016-03-01,112.870003,114.739998,111.660004,114.639999,93.971397,27427900
2016-04-01,114.790001,115.139999,113.589996,114.879997,94.168121,24956000
2016-05-01,114.660004,115.419998,113.360001,114.139999,93.561539,28198700
2016-06-01,114.260002,116.860001,113.919998,116.669998,95.635376,27348900
2016-07-01,117.000000,117.550003,115.660004,116.900002,95.854179,21211900
2016-08-01,116.120003,116.760002,115.110001,116.040001,95.568420,22249200
2016-09-01,115.379997,116.699997,114.370003,116.489998,96.318832,22130800
2016-10-01,116.629997,116.629997,115.230003,115.860001,96.144257,26394600
2016-11-01,115.599998,116.050003,112.830002,113.459999,94.152679,51736500
2016-12-01,112.849998,113.669998,110.900002,113.169998,93.912033,42245700
2017-01-01,112.959999,114.620003,112.940002,114.180000,94.954361,46914300
2017-02-01,113.949997,115.050003,113.519997,114.650002,95.345200,29448200
2017-03-01,113.900002,114.779999,112.610001,114.650002,95.345200,35175600
2017-04-01,114.550003,115.459999,114.349998,115.010002,95.644600,25931900
2017-05-01,114.550003,114.779999,113.139999,114.680000,95.499290,26660200
2017-06-01,114.120003,114.940002,113.320000,113.430000,94.692184,21249500
2017-07-01,113.209999,113.980003,112.389999,113.660004,95.098137,20994300
2017-08-01,113.239998,114.629997,113.239998,114.620003,96.148865,19372500
2017-09-01,114.349998,115.260002,113.559998,113.580002,95.458717,17967200
2017-10-01,113.639999,114.150002,112.940002,113.800003,95.841782,22488100
2017-11-01,113.639999,114.379997,113.470001,113.680000,95.781189,21158900
2017-12-01,113.400002,114.150002,112.790001,114.080002,96.302666,21208900
2018-01-01,113.980003,114.000000,112.750000,113.110001,96.039139,35550700
2018-02-01,113.099998,113.099998,111.279999,111.919998,95.028725,35093000
2018-03-01,111.980003,113.169998,111.769997,113.050003,96.006050,32441300
2018-04-01,112.800003,113.220001,111.760002,112.610001,95.632355,22526500
2018-05-01,111.980003,112.849998,111.040001,112.480003,95.769325,23916000
2018-06-01,111.919998,113.040001,111.480003,112.870003,96.529121,27504800
2018-07-01,112.570000,113.050003,111.550003,111.839996,95.934799,21974600
2018-08-01,111.110001,112.510002,111.010002,112.089996,96.517815,26544500
2018-09-01,111.580002,111.650002,110.269997,110.620003,95.652306,31810400
2018-10-01,110.410004,110.480003,108.820000,108.839996,94.438385,44261700
2018-11-01,108.610001,109.379997,107.529999,109.269997,94.898117,25956800
2018-12-01,109.129997,109.919998,108.900002,109.510002,95.186165,31236600
2019-01-01,109.570000,111.110001,109.500000,111.070000,96.842354,26536300
2019-02-01,110.989998,111.410004,110.370003,110.879997,96.676697,19429900
2019-03-01,110.820000,113.300003,110.540001,113.070000,98.586151,23687600
2019-04-01,112.910004,113.449997,112.300003,113.320000,98.804146,37305700
2019-05-01,113.269997,115.320000,112.459999,115.269997,100.504333,25815100
2019-06-01,114.730003,115.980003,113.959999,115.489998,100.727257,27715900
2019-07-01,114.980003,115.559998,114.250000,115.239998,101.069511,22294000
2019-08-01,114.790001,118.220001,114.720001,117.650002,103.732849,27547600
2019-09-01,117.510002,117.940002,115.139999,116.290001,102.774521,28476400
2019-10-01,115.639999,117.160004,115.269997,116.059998,102.622726,27410300
2019-11-01,116.089996,116.889999,115.400002,116.379997,103.079414,26237700
2019-12-01,115.860001,116.970001,115.769997,116.570000,103.265488,20890600
2020-01-01,116.930000,119.099998,116.589996,119.059998,105.664444,31076400
2020-02-01,118.559998,120.489998,117.779999,120.029999,106.525322,30710900
2020-03-01,120.260002,123.160004,107.370003,117.919998,104.764450,118698800
2020-04-01,118.760002,122.650002,118.320000,121.309998,107.776253,58791600
2020-05-01,121.050003,121.980003,120.610001,121.800003,108.373360,30319100
2020-06-01,121.830002,123.360001,120.260002,123.000000,109.710579,34736500
2020-07-01,122.860001,125.919998,122.720001,125.860001,112.261574,30027000
2020-08-01,125.849998,127.150002,125.290001,126.980003,113.260574,43564600
2020-09-01,127.040001,127.279999,126.080002,126.500000,112.832420,52691900
2020-10-01,126.070000,126.510002,125.169998,125.230003,111.699638,53070500
2020-11-01,125.250000,126.510002,124.320000,126.419998,113.134003,52411600
2020-12-01,126.120003,127.680000,125.680000,127.650002,114.525558,46474200
2021-01-01,127.489998,128.270004,126.360001,127.989998,114.972359,52830000
2021-02-01,127.849998,128.059998,123.510002,125.830002,113.032028,61306000
2021-03-01,125.599998,126.269997,124.540001,125.500000,112.735596,69280300
2021-04-01,125.379997,127.160004,124.989998,126.989998,114.074059,45463400
2021-05-01,126.559998,128.289993,126.510002,127.769997,115.049728,66282000
2021-06-01,127.169998,128.240005,126.449997,128.009995,115.735199,70659300
2021-07-01,127.349998,130.649994,127.160004,130.580002,118.691383,94127400
2021-08-01,129.880005,130.220001,128.639999,129.589996,118.563034,77258700
2021-09-01,128.479996,129.529999,127.400002,127.690002,117.524025,72519000
2021-10-01,127.580002,130.220001,127.480003,128.669998,119.250496,96202700
2021-11-01,128.699997,131.369995,127.860001,129.660004,120.575989,77752200
2021-12-01,129.149994,129.990005,127.570000,129.199997,120.262230,86297700
2022-01-01,128.690002,128.710007,125.050003,126.540001,118.681923,157180000
2022-02-01,125.900002,127.250000,122.919998,127.180000,119.282158,162740700
2022-03-01,127.290001,129.479996,124.290001,124.570000,117.240997,110861600
2022-04-01,122.750000,123.580002,120.430000,121.070000,114.152458,104186600
2022-05-01,119.550003,120.040001,117.019997,118.940002,112.867188,116916000
2022-06-01,117.599998,118.360001,113.010002,113.910004,108.938019,108129100
2022-07-01,114.790001,118.480003,113.339996,118.230003,114.384094,83600800
2022-08-01,117.040001,117.320000,113.720001,113.910004,110.753975,64455900
2022-09-01,111.839996,112.330002,104.629997,104.900002,102.998940,73664800
2022-10-01,105.610001,107.050003,104.769997,106.389999,105.797523,95410700
2022-11-01,107.059998,108.370003,104.910004,108.339996,107.736656,53047800
2022-12-01,108.480003,110.199997,106.279999,106.440002,105.847244,76744900
2023-01-01,107.199997,109.610001,106.360001,108.650002,108.524849,68871700
2023-02-01,108.980003,109.809998,106.349998,107.180000,107.056534,70122600
2023-03-01,106.879997,110.510002,106.199997,110.250000,110.123001,110182900
2023-04-01,110.379997,111.260002,109.180000,110.180000,110.053085,67885800
2023-04-28,110.279999,110.387299,109.989998,110.180000,110.180000,4474489
